inning,top,ab_id,g_id,p_score,batter_id,pitcher_id,stand,p_throws,event,o
1.0,1.0,2019002992.0,201900041.0,0.0,547004,457918,L,L,Strikeout,2
1.0,1.0,2019002993.0,201900041.0,0.0,572073,457918,R,L,Walk,2
1.0,1.0,2019002994.0,201900041.0,0.0,448801,457918,L,L,Flyout,3
1.0,0.0,2019002995.0,201900041.0,3.0,458731,605164,L,R,Flyout,1
1.0,0.0,2019002996.0,201900041.0,3.0,592450,605164,R,R,Strikeout,2
1.0,0.0,2019002997.0,201900041.0,3.0,519317,605164,R,R,Walk,2
1.0,0.0,2019002998.0,201900041.0,3.0,572228,605164,R,R,Flyout,3
2.0,1.0,2019002999.0,201900041.0,0.0,600474,457918,R,L,Groundout,1
2.0,1.0,2019003000.0,201900041.0,0.0,621006,457918,R,L,Flyout,2
2.0,1.0,2019003001.0,201900041.0,0.0,542340,457918,R,L,Groundout,3
2.0,0.0,2019003002.0,201900041.0,3.0,609280,605164,R,R,Pop Out,1
2.0,0.0,2019003003.0,201900041.0,3.0,596142,605164,R,R,Strikeout,2
2.0,0.0,2019003004.0,201900041.0,3.0,595885,605164,L,R,Strikeout,3
3.0,1.0,2019003005.0,201900041.0,0.0,596105,457918,L,L,Groundout,1
3.0,1.0,2019003006.0,201900041.0,0.0,641820,457918,R,L,Home Run,1
3.0,1.0,2019003007.0,201900041.0,0.0,600524,457918,R,L,Single,1
3.0,1.0,2019003008.0,201900041.0,0.0,547004,457918,L,L,Grounded Into DP,3
3.0,0.0,2019003009.0,201900041.0,4.0,650402,605164,R,R,Double,0
3.0,0.0,2019003010.0,201900041.0,4.0,518934,605164,R,R,Walk,0
3.0,0.0,2019003011.0,201900041.0,4.0,458731,605164,L,R,Pop Out,1
3.0,0.0,2019003012.0,201900041.0,4.0,592450,605164,R,R,Strikeout,2
3.0,0.0,2019003013.0,201900041.0,4.0,519317,605164,R,R,Walk,2
3.0,0.0,2019003014.0,201900041.0,4.0,572228,605164,R,R,Strikeout,3
4.0,1.0,2019003015.0,201900041.0,0.0,572073,457918,R,L,Groundout,1
4.0,1.0,2019003016.0,201900041.0,0.0,448801,457918,L,L,Groundout,2
4.0,1.0,2019003017.0,201900041.0,0.0,600474,457918,R,L,Strikeout,3
4.0,0.0,2019003018.0,201900041.0,4.0,609280,605164,R,R,Single,0
4.0,0.0,2019003019.0,201900041.0,4.0,596142,605164,R,R,Strikeout,1
4.0,0.0,2019003020.0,201900041.0,4.0,595885,605164,L,R,Walk,1
4.0,0.0,2019003021.0,201900041.0,4.0,650402,605164,R,R,Strikeout,2
4.0,0.0,2019003022.0,201900041.0,4.0,518934,605164,R,R,Walk,2
4.0,0.0,2019003023.0,201900041.0,4.0,458731,607644,L,L,Walk,2
4.0,0.0,2019003024.0,201900041.0,4.0,592450,607644,R,L,Single,2
4.0,0.0,2019003025.0,201900041.0,4.0,519317,607644,R,L,Strikeout,3
5.0,1.0,2019003026.0,201900041.0,3.0,621006,570666,R,R,Strikeout,1
5.0,1.0,2019003027.0,201900041.0,3.0,542340,570666,L,R,Single,1
5.0,1.0,2019003028.0,201900041.0,3.0,596105,570666,L,R,Single,1
5.0,1.0,2019003029.0,201900041.0,3.0,641820,570666,R,R,Strikeout,2
5.0,1.0,2019003030.0,201900041.0,3.0,600524,570666,R,R,Pop Out,3
5.0,0.0,2019003031.0,201900041.0,5.0,572228,607644,R,L,Single,0
5.0,0.0,2019003032.0,201900041.0,5.0,609280,607644,R,L,Forceout,1
5.0,0.0,2019003033.0,201900041.0,5.0,596142,607644,R,L,Strikeout,2
5.0,0.0,2019003034.0,201900041.0,5.0,595885,607644,L,L,Groundout,3
6.0,1.0,2019003035.0,201900041.0,3.0,547004,570666,L,R,Walk,0
6.0,1.0,2019003036.0,201900041.0,3.0,572073,570666,R,R,Groundout,1
6.0,1.0,2019003037.0,201900041.0,3.0,448801,570666,L,R,Flyout,2
6.0,1.0,2019003038.0,201900041.0,3.0,600474,570666,R,R,Strikeout,3
6.0,0.0,2019003039.0,201900041.0,5.0,650402,607644,R,L,Groundout,1
6.0,0.0,2019003040.0,201900041.0,5.0,518934,607644,R,L,Single,1
6.0,0.0,2019003041.0,201900041.0,5.0,458731,607644,L,L,Single,1
6.0,0.0,2019003042.0,201900041.0,5.0,592450,607644,R,L,Strikeout,2
6.0,0.0,2019003043.0,201900041.0,5.0,519317,607644,R,L,Strikeout,3
7.0,1.0,2019003044.0,201900041.0,3.0,621006,570666,R,R,Groundout,1
7.0,1.0,2019003045.0,201900041.0,3.0,542340,570666,L,R,Pop Out,2
7.0,1.0,2019003046.0,201900041.0,3.0,596105,570666,L,R,Strikeout,3
7.0,0.0,2019003047.0,201900041.0,5.0,572228,607644,R,L,Lineout,1
7.0,0.0,2019003048.0,201900041.0,5.0,609280,607644,R,L,Flyout,2
7.0,0.0,2019003049.0,201900041.0,5.0,596142,607644,R,L,Home Run,2
7.0,0.0,2019003050.0,201900041.0,5.0,595885,607644,L,L,Strikeout,3
8.0,1.0,2019003051.0,201900041.0,4.0,641820,570666,R,R,Strikeout,1
8.0,1.0,2019003052.0,201900041.0,4.0,600524,570666,R,R,Walk,1
8.0,1.0,2019003053.0,201900041.0,4.0,547004,605501,L,L,Groundout,2
8.0,1.0,2019003054.0,201900041.0,4.0,572073,605501,R,L,Home Run,2
8.0,1.0,2019003055.0,201900041.0,4.0,448801,605501,L,L,Walk,2
8.0,1.0,2019003056.0,201900041.0,4.0,600474,605501,R,L,Strikeout,3
8.0,0.0,2019003057.0,201900041.0,7.0,650402,571710,R,R,Groundout,1
8.0,0.0,2019003058.0,201900041.0,7.0,518934,571710,R,R,Hit By Pitch,1
8.0,0.0,2019003059.0,201900041.0,7.0,458731,571710,L,R,Fielders Choice,1
8.0,0.0,2019003060.0,201900041.0,7.0,592450,571710,R,R,Strikeout,2
8.0,0.0,2019003061.0,201900041.0,7.0,519317,571710,R,R,Walk,2
8.0,0.0,2019003062.0,201900041.0,7.0,572228,571710,R,R,Groundout,3
9.0,1.0,2019003063.0,201900041.0,4.0,621006,592454,R,R,Walk,0
9.0,1.0,2019003064.0,201900041.0,4.0,542340,592454,L,R,Walk,0
9.0,1.0,2019003065.0,201900041.0,4.0,596105,592454,L,R,Walk,0
9.0,1.0,2019003066.0,201900041.0,4.0,641820,592454,R,R,Strikeout,1
9.0,1.0,2019003067.0,201900041.0,4.0,600524,592454,R,R,Forceout,2
9.0,1.0,2019003068.0,201900041.0,4.0,547004,592454,L,R,Strikeout,3
9.0,0.0,2019003069.0,201900041.0,7.0,609280,571710,R,R,Groundout,1
9.0,0.0,2019003070.0,201900041.0,7.0,596142,571710,R,R,Pop Out,2
9.0,0.0,2019003071.0,201900041.0,7.0,595885,571710,L,R,Walk,2
9.0,0.0,2019003072.0,201900041.0,7.0,650402,571710,R,R,Single,2
9.0,0.0,2019003073.0,201900041.0,7.0,518934,571710,R,R,Single,2
9.0,0.0,2019003074.0,201900041.0,7.0,453064,643316,R,L,Strikeout,3
1.0,1.0,2019003075.0,201900042.0,0.0,605141,453281,R,L,Groundout,1
1.0,1.0,2019003076.0,201900042.0,0.0,646240,453281,L,L,Double,1
1.0,1.0,2019003077.0,201900042.0,0.0,502110,453281,R,L,Single,1
1.0,1.0,2019003078.0,201900042.0,0.0,593428,453281,R,L,Walk,1
1.0,1.0,2019003079.0,201900042.0,0.0,607752,453281,R,L,Fielders Choice,1
1.0,1.0,2019003080.0,201900042.0,0.0,519048,453281,L,L,Flyout,2
1.0,1.0,2019003081.0,201900042.0,0.0,456488,453281,R,L,Single,2
1.0,1.0,2019003082.0,201900042.0,0.0,543877,453281,R,L,Flyout,3
1.0,0.0,2019003083.0,201900042.0,3.0,605480,519144,L,R,Strikeout,1
1.0,0.0,2019003084.0,201900042.0,3.0,571745,519144,R,R,Flyout,2
1.0,0.0,2019003085.0,201900042.0,3.0,570267,519144,R,R,Strikeout,3
2.0,1.0,2019003086.0,201900042.0,0.0,598265,453281,L,L,Groundout,1
2.0,1.0,2019003087.0,201900042.0,0.0,605141,453281,R,L,Flyout,2
2.0,1.0,2019003088.0,201900042.0,0.0,646240,453281,L,L,Groundout,3
2.0,0.0,2019003089.0,201900042.0,3.0,457803,519144,L,R,Double,0
2.0,0.0,2019003090.0,201900042.0,3.0,553882,519144,L,R,Single,0
2.0,0.0,2019003091.0,201900042.0,3.0,542921,519144,R,R,Strikeout,1
2.0,0.0,2019003092.0,201900042.0,3.0,592387,519144,R,R,Pop Out,2
2.0,0.0,2019003093.0,201900042.0,3.0,596129,519144,L,R,Walk,2
2.0,0.0,2019003094.0,201900042.0,3.0,543829,519144,L,R,Single,2
2.0,0.0,2019003095.0,201900042.0,3.0,605480,519144,L,R,Groundout,3
3.0,1.0,2019003096.0,201900042.0,2.0,502110,453281,R,L,Walk,0
3.0,1.0,2019003097.0,201900042.0,2.0,593428,453281,R,L,Flyout,1
3.0,1.0,2019003098.0,201900042.0,2.0,607752,453281,R,L,Flyout,2
3.0,1.0,2019003099.0,201900042.0,2.0,519048,453281,L,L,Double,2
3.0,1.0,2019003100.0,201900042.0,2.0,456488,453281,R,L,Flyout,3
3.0,0.0,2019003101.0,201900042.0,3.0,571745,519144,R,R,Field Error,0
3.0,0.0,2019003102.0,201900042.0,3.0,570267,519144,R,R,Flyout,1
3.0,0.0,2019003103.0,201900042.0,3.0,457803,519144,L,R,Walk,1
3.0,0.0,2019003104.0,201900042.0,3.0,553882,519144,L,R,Home Run,1
3.0,0.0,2019003105.0,201900042.0,3.0,542921,519144,R,R,Walk,1
3.0,0.0,2019003106.0,201900042.0,3.0,592387,519144,R,R,Single,1
3.0,0.0,2019003107.0,201900042.0,3.0,596129,519144,L,R,Walk,1
3.0,0.0,2019003108.0,201900042.0,3.0,543829,519144,L,R,Sac Fly,2
3.0,0.0,2019003109.0,201900042.0,3.0,605480,519144,L,R,Single,2
3.0,0.0,2019003110.0,201900042.0,3.0,571745,598271,R,L,Double,2
3.0,0.0,2019003111.0,201900042.0,3.0,570267,598271,R,L,Flyout,3
4.0,1.0,2019003112.0,201900042.0,9.0,543877,453281,R,L,Walk,0
4.0,1.0,2019003113.0,201900042.0,9.0,598265,453281,L,L,Strikeout,1
4.0,1.0,2019003114.0,201900042.0,9.0,605141,453281,R,L,Forceout,2
4.0,1.0,2019003115.0,201900042.0,9.0,646240,453281,L,L,Single,2
4.0,1.0,2019003116.0,201900042.0,9.0,502110,453281,R,L,Home Run,2
4.0,1.0,2019003117.0,201900042.0,9.0,593428,453281,R,L,Single,2
4.0,1.0,2019003118.0,201900042.0,9.0,607752,453281,R,L,Lineout,3
4.0,0.0,2019003119.0,201900042.0,6.0,457803,598271,L,L,Home Run,0
4.0,0.0,2019003120.0,201900042.0,6.0,553882,598271,L,L,Flyout,1
4.0,0.0,2019003121.0,201900042.0,6.0,542921,598271,R,L,Groundout,2
4.0,0.0,2019003122.0,201900042.0,6.0,592387,598271,R,L,Double,2
4.0,0.0,2019003123.0,201900042.0,6.0,596129,598271,L,L,Flyout,3
5.0,1.0,2019003124.0,201900042.0,10.0,519048,453281,L,L,Flyout,1
5.0,1.0,2019003125.0,201900042.0,10.0,456488,453281,R,L,Groundout,2
5.0,1.0,2019003126.0,201900042.0,10.0,543877,453281,R,L,Lineout,3
5.0,0.0,2019003127.0,201900042.0,6.0,543829,598271,L,L,Flyout,1
5.0,0.0,2019003128.0,201900042.0,6.0,605480,598271,L,L,Flyout,2
5.0,0.0,2019003129.0,201900042.0,6.0,571745,598271,R,L,Single,2
5.0,0.0,2019003130.0,201900042.0,6.0,570267,598271,R,L,Walk,2
5.0,0.0,2019003131.0,201900042.0,6.0,457803,598271,L,L,Strikeout,3
6.0,1.0,2019003132.0,201900042.0,10.0,598265,453281,L,L,Groundout,1
6.0,1.0,2019003133.0,201900042.0,10.0,605141,592705,R,R,Home Run,1
6.0,1.0,2019003134.0,201900042.0,10.0,646240,592705,L,R,Lineout,2
6.0,1.0,2019003135.0,201900042.0,10.0,502110,592705,R,R,Lineout,3
6.0,0.0,2019003136.0,201900042.0,7.0,553882,519443,L,R,Lineout,1
6.0,0.0,2019003137.0,201900042.0,7.0,542921,519443,R,R,Strikeout,2
6.0,0.0,2019003138.0,201900042.0,7.0,592387,519443,R,R,Walk,2
6.0,0.0,2019003139.0,201900042.0,7.0,596129,519443,L,R,Strikeout,3
7.0,1.0,2019003140.0,201900042.0,10.0,593428,670036,R,R,Strikeout,1
7.0,1.0,2019003141.0,201900042.0,10.0,607752,670036,R,R,Groundout,2
7.0,1.0,2019003142.0,201900042.0,10.0,519048,670036,L,R,Strikeout,3
7.0,0.0,2019003143.0,201900042.0,7.0,543829,605155,L,R,Single,0
7.0,0.0,2019003144.0,201900042.0,7.0,605480,605155,L,R,Pop Out,1
7.0,0.0,2019003145.0,201900042.0,7.0,571745,605155,R,R,Strikeout,1
7.0,0.0,2019003146.0,201900042.0,7.0,570267,605155,R,R,Walk,1
7.0,0.0,2019003147.0,201900042.0,7.0,457803,605155,L,R,Strikeout,2
7.0,0.0,2019003148.0,201900042.0,7.0,553882,605155,L,R,Strikeout,3
8.0,1.0,2019003149.0,201900042.0,10.0,456488,670036,R,R,Pop Out,1
8.0,1.0,2019003150.0,201900042.0,10.0,543877,670036,R,R,Groundout,2
8.0,1.0,2019003151.0,201900042.0,10.0,598265,670036,L,R,Double,2
8.0,1.0,2019003152.0,201900042.0,10.0,605141,670036,R,R,Walk,2
8.0,1.0,2019003153.0,201900042.0,10.0,646240,606273,L,L,Lineout,3
8.0,0.0,2019003154.0,201900042.0,7.0,542921,518489,R,R,Single,0
8.0,0.0,2019003155.0,201900042.0,7.0,592387,518489,R,R,Lineout,1
8.0,0.0,2019003156.0,201900042.0,7.0,596129,518489,L,R,Strikeout,2
8.0,0.0,2019003157.0,201900042.0,7.0,543829,518489,L,R,Strikeout,3
9.0,1.0,2019003158.0,201900042.0,10.0,502110,518715,R,R,Walk,0
9.0,1.0,2019003159.0,201900042.0,10.0,593428,518715,R,R,Flyout,1
9.0,1.0,2019003160.0,201900042.0,10.0,643217,518715,L,R,Walk,1
9.0,1.0,2019003161.0,201900042.0,10.0,519048,518715,L,R,Walk,1
9.0,1.0,2019003162.0,201900042.0,10.0,596119,607473,L,R,Walk,1
9.0,1.0,2019003163.0,201900042.0,10.0,543877,607473,R,R,Strikeout,2
9.0,1.0,2019003164.0,201900042.0,10.0,598265,607473,L,R,Groundout,3
1.0,1.0,2019003165.0,201900043.0,0.0,544725,605347,L,R,Strikeout,1
1.0,1.0,2019003166.0,201900043.0,0.0,660162,605347,L,R,Strikeout,2
1.0,1.0,2019003167.0,201900043.0,0.0,547989,605347,R,R,Flyout,3
1.0,0.0,2019003168.0,201900043.0,0.0,593160,608337,R,R,Walk,0
1.0,0.0,2019003169.0,201900043.0,0.0,609275,608337,L,R,Strikeout,1
1.0,0.0,2019003170.0,201900043.0,0.0,460086,608337,L,R,Forceout,2
1.0,0.0,2019003171.0,201900043.0,0.0,624585,608337,R,R,Groundout,3
2.0,1.0,2019003172.0,201900043.0,0.0,475174,605347,L,R,Groundout,1
2.0,1.0,2019003173.0,201900043.0,0.0,650391,605347,R,R,Groundout,2
2.0,1.0,2019003174.0,201900043.0,0.0,594953,605347,L,R,Flyout,3
2.0,0.0,2019003175.0,201900043.0,0.0,656811,608337,L,R,Strikeout,1
2.0,0.0,2019003176.0,201900043.0,0.0,446263,608337,L,R,Flyout,2
2.0,0.0,2019003177.0,201900043.0,0.0,572008,608337,R,R,Strikeout,3
3.0,1.0,2019003178.0,201900043.0,0.0,641313,605347,R,R,Double,0
3.0,1.0,2019003179.0,201900043.0,0.0,543510,605347,R,R,Groundout,1
3.0,1.0,2019003180.0,201900043.0,0.0,570560,605347,L,R,Strikeout,2
3.0,1.0,2019003181.0,201900043.0,0.0,544725,605347,L,R,Strikeout,3
3.0,0.0,2019003182.0,201900043.0,0.0,455117,608337,R,R,Flyout,1
3.0,0.0,2019003183.0,201900043.0,0.0,571740,608337,L,R,Groundout,2
3.0,0.0,2019003184.0,201900043.0,0.0,593160,608337,R,R,Lineout,3
4.0,1.0,2019003185.0,201900043.0,0.0,660162,605347,L,R,Strikeout,1
4.0,1.0,2019003186.0,201900043.0,0.0,547989,605347,R,R,Home Run,1
4.0,1.0,2019003187.0,201900043.0,0.0,475174,605347,L,R,Home Run,1
4.0,1.0,2019003188.0,201900043.0,0.0,650391,605347,R,R,Flyout,2
4.0,1.0,2019003189.0,201900043.0,0.0,594953,605347,L,R,Flyout,3
4.0,0.0,2019003190.0,201900043.0,2.0,609275,608337,L,R,Pop Out,1
4.0,0.0,2019003191.0,201900043.0,2.0,460086,608337,L,R,Groundout,2
4.0,0.0,2019003192.0,201900043.0,2.0,624585,608337,R,R,Strikeout,3
5.0,1.0,2019003193.0,201900043.0,0.0,641313,605347,R,R,Single,0
5.0,1.0,2019003194.0,201900043.0,0.0,543510,605347,R,R,Grounded Into DP,2
5.0,1.0,2019003195.0,201900043.0,0.0,570560,605347,L,R,Pop Out,3
5.0,0.0,2019003196.0,201900043.0,2.0,656811,608337,L,R,Groundout,1
5.0,0.0,2019003197.0,201900043.0,2.0,446263,608337,L,R,Strikeout,2
5.0,0.0,2019003198.0,201900043.0,2.0,572008,608337,R,R,Strikeout,3
6.0,1.0,2019003199.0,201900043.0,0.0,544725,605347,L,R,Single,0
6.0,1.0,2019003200.0,201900043.0,0.0,660162,605347,L,R,Double,0
6.0,1.0,2019003201.0,201900043.0,0.0,547989,605347,R,R,Walk,0
6.0,1.0,2019003202.0,201900043.0,0.0,475174,657612,L,L,Walk,0
6.0,1.0,2019003203.0,201900043.0,0.0,650391,657612,R,L,Walk,0
6.0,1.0,2019003204.0,201900043.0,0.0,594953,657612,L,L,Grounded Into DP,2
6.0,1.0,2019003205.0,201900043.0,0.0,641313,641838,R,R,Groundout,3
6.0,0.0,2019003206.0,201900043.0,4.0,455117,608337,R,R,Flyout,1
6.0,0.0,2019003207.0,201900043.0,4.0,571740,608337,L,R,Lineout,2
6.0,0.0,2019003208.0,201900043.0,4.0,593160,608337,R,R,Strikeout,3
7.0,1.0,2019003209.0,201900043.0,0.0,543510,641838,R,R,Double,0
7.0,1.0,2019003210.0,201900043.0,0.0,570560,641838,L,R,Lineout,1
7.0,1.0,2019003211.0,201900043.0,0.0,544725,641838,L,R,Groundout,2
7.0,1.0,2019003212.0,201900043.0,0.0,660162,641838,L,R,Single,2
7.0,1.0,2019003213.0,201900043.0,0.0,547989,641838,R,R,Walk,2
7.0,1.0,2019003214.0,201900043.0,0.0,475174,641838,L,R,Single,2
7.0,1.0,2019003215.0,201900043.0,0.0,650391,641838,R,R,Groundout,3
7.0,0.0,2019003216.0,201900043.0,6.0,609275,608337,L,R,Groundout,1
7.0,0.0,2019003217.0,201900043.0,6.0,460086,608337,L,R,Single,1
7.0,0.0,2019003218.0,201900043.0,6.0,624585,608337,R,R,Strikeout,2
7.0,0.0,2019003219.0,201900043.0,6.0,656811,608337,L,R,Double,2
7.0,0.0,2019003220.0,201900043.0,6.0,446263,608337,L,R,Single,2
7.0,0.0,2019003221.0,201900043.0,6.0,572008,621114,R,R,Forceout,3
8.0,1.0,2019003222.0,201900043.0,2.0,594953,622092,L,R,Strikeout,1
8.0,1.0,2019003223.0,201900043.0,2.0,641313,622092,R,R,Lineout,2
8.0,1.0,2019003224.0,201900043.0,2.0,543510,622092,R,R,Single,2
8.0,1.0,2019003225.0,201900043.0,2.0,570560,622092,L,R,Strikeout,3
8.0,0.0,2019003226.0,201900043.0,6.0,455117,516969,R,R,Double,0
8.0,0.0,2019003227.0,201900043.0,6.0,571740,516969,L,R,Flyout,1
8.0,0.0,2019003228.0,201900043.0,6.0,593160,516969,R,R,Single,1
8.0,0.0,2019003229.0,201900043.0,6.0,609275,516969,L,R,Single,1
8.0,0.0,2019003230.0,201900043.0,6.0,460086,516969,L,R,Flyout,2
8.0,0.0,2019003231.0,201900043.0,6.0,624585,516969,R,R,Flyout,3
9.0,1.0,2019003232.0,201900043.0,3.0,544725,595939,L,R,Lineout,1
9.0,1.0,2019003233.0,201900043.0,3.0,660162,595939,L,R,Pop Out,2
9.0,1.0,2019003234.0,201900043.0,3.0,547989,595939,R,R,Single,2
9.0,1.0,2019003235.0,201900043.0,3.0,475174,595939,L,R,Walk,2
9.0,1.0,2019003236.0,201900043.0,3.0,650391,595939,R,R,Groundout,3
9.0,0.0,2019003237.0,201900043.0,6.0,656811,517008,L,R,Strikeout,1
9.0,0.0,2019003238.0,201900043.0,6.0,446263,517008,L,R,Flyout,2
9.0,0.0,2019003239.0,201900043.0,6.0,572008,517008,R,R,Groundout,3
1.0,1.0,2019003240.0,201900044.0,0.0,450314,458681,L,R,Groundout,1
1.0,1.0,2019003241.0,201900044.0,0.0,592178,458681,R,R,Flyout,2
1.0,1.0,2019003242.0,201900044.0,0.0,519203,458681,L,R,Strikeout,3
1.0,0.0,2019003243.0,201900044.0,0.0,592261,430935,R,L,Groundout,1
1.0,0.0,2019003244.0,201900044.0,0.0,596059,430935,L,L,Pop Out,2
1.0,0.0,2019003245.0,201900044.0,0.0,462101,430935,R,L,Single,2
1.0,0.0,2019003246.0,201900044.0,0.0,608336,430935,L,L,Strikeout,3
2.0,1.0,2019003247.0,201900044.0,0.0,595879,458681,R,R,Flyout,1
2.0,1.0,2019003248.0,201900044.0,0.0,656941,458681,L,R,Home Run,1
2.0,1.0,2019003249.0,201900044.0,0.0,518614,458681,L,R,Strikeout,2
2.0,1.0,2019003250.0,201900044.0,0.0,518792,458681,L,R,Flyout,3
2.0,0.0,2019003251.0,201900044.0,1.0,452254,430935,R,L,Groundout,1
2.0,0.0,2019003252.0,201900044.0,1.0,608577,430935,L,L,Strikeout,2
2.0,0.0,2019003253.0,201900044.0,1.0,452678,430935,R,L,Single,2
2.0,0.0,2019003254.0,201900044.0,1.0,523253,430935,R,L,Flyout,3
3.0,1.0,2019003255.0,201900044.0,0.0,546991,458681,R,R,Single,0
3.0,1.0,2019003256.0,201900044.0,0.0,605170,458681,L,R,Double,0
3.0,1.0,2019003257.0,201900044.0,0.0,450314,458681,L,R,Single,0
3.0,1.0,2019003258.0,201900044.0,0.0,592178,458681,R,R,Single,0
3.0,1.0,2019003259.0,201900044.0,0.0,519203,458681,L,R,Flyout,1
3.0,1.0,2019003260.0,201900044.0,0.0,595879,458681,R,R,Strikeout,2
3.0,1.0,2019003261.0,201900044.0,0.0,656941,458681,L,R,Groundout,3
3.0,0.0,2019003262.0,201900044.0,3.0,425772,430935,R,L,Flyout,1
3.0,0.0,2019003263.0,201900044.0,3.0,592261,430935,R,L,Walk,1
3.0,0.0,2019003264.0,201900044.0,3.0,596059,430935,L,L,Flyout,2
3.0,0.0,2019003265.0,201900044.0,3.0,462101,430935,R,L,Strikeout,3
4.0,1.0,2019003266.0,201900044.0,0.0,518614,458681,L,R,Single,0
4.0,1.0,2019003267.0,201900044.0,0.0,518792,458681,L,R,Single,0
4.0,1.0,2019003268.0,201900044.0,0.0,546991,458681,R,R,Fielders Choice,0
4.0,1.0,2019003269.0,201900044.0,0.0,605170,458681,L,R,Strikeout,1
4.0,1.0,2019003270.0,201900044.0,0.0,450314,458681,L,R,Groundout,2
4.0,1.0,2019003271.0,201900044.0,0.0,592178,458681,R,R,Groundout,3
4.0,0.0,2019003272.0,201900044.0,4.0,608336,430935,L,L,Strikeout,1
4.0,0.0,2019003273.0,201900044.0,4.0,452254,430935,R,L,Single,1
4.0,0.0,2019003274.0,201900044.0,4.0,608577,430935,L,L,Single,1
4.0,0.0,2019003275.0,201900044.0,4.0,452678,430935,R,L,Sac Fly,2
4.0,0.0,2019003276.0,201900044.0,4.0,523253,430935,R,L,Walk,2
4.0,0.0,2019003277.0,201900044.0,4.0,425772,430935,R,L,Walk,2
4.0,0.0,2019003278.0,201900044.0,4.0,592261,430935,R,L,Home Run,2
4.0,0.0,2019003279.0,201900044.0,4.0,596059,430935,L,L,Groundout,3
5.0,1.0,2019003280.0,201900044.0,5.0,519203,458681,L,R,Flyout,1
5.0,1.0,2019003281.0,201900044.0,5.0,595879,458681,R,R,Groundout,2
5.0,1.0,2019003282.0,201900044.0,5.0,656941,458681,L,R,Flyout,3
5.0,0.0,2019003283.0,201900044.0,4.0,462101,430935,R,L,Groundout,1
5.0,0.0,2019003284.0,201900044.0,4.0,608336,430935,L,L,Flyout,2
5.0,0.0,2019003285.0,201900044.0,4.0,452254,430935,R,L,Single,2
5.0,0.0,2019003286.0,201900044.0,4.0,608577,430935,L,L,Groundout,3
6.0,1.0,2019003287.0,201900044.0,5.0,518614,458681,L,R,Double,0
6.0,1.0,2019003288.0,201900044.0,5.0,518792,458681,L,R,Single,0
6.0,1.0,2019003289.0,201900044.0,5.0,546991,458681,R,R,Sac Bunt,1
6.0,1.0,2019003290.0,201900044.0,5.0,605170,458681,L,R,Strikeout,2
6.0,1.0,2019003291.0,201900044.0,5.0,450314,458681,L,R,Single,2
6.0,1.0,2019003292.0,201900044.0,5.0,592178,445926,R,R,Single,2
6.0,1.0,2019003293.0,201900044.0,5.0,519203,445926,L,R,Single,2
6.0,1.0,2019003294.0,201900044.0,5.0,595879,445926,R,R,Single,2
6.0,1.0,2019003295.0,201900044.0,5.0,656941,613317,L,L,Walk,2
6.0,1.0,2019003296.0,201900044.0,5.0,518614,613317,L,L,Flyout,3
6.0,0.0,2019003297.0,201900044.0,8.0,452678,543022,L,R,Groundout,1
6.0,0.0,2019003298.0,201900044.0,8.0,523253,543022,R,R,Groundout,2
6.0,0.0,2019003299.0,201900044.0,8.0,425772,543022,R,R,Home Run,2
6.0,0.0,2019003300.0,201900044.0,8.0,592261,543022,R,R,Groundout,3
7.0,1.0,2019003301.0,201900044.0,6.0,518792,613317,L,L,Strikeout,1
7.0,1.0,2019003302.0,201900044.0,6.0,546991,613317,R,L,Groundout,2
7.0,1.0,2019003303.0,201900044.0,6.0,605170,613317,R,L,Single,2
7.0,1.0,2019003304.0,201900044.0,6.0,450314,613317,R,L,Walk,2
7.0,1.0,2019003305.0,201900044.0,6.0,592178,455119,R,R,Strikeout,3
7.0,0.0,2019003306.0,201900044.0,8.0,596059,543022,L,R,Walk,0
7.0,0.0,2019003307.0,201900044.0,8.0,462101,543022,R,R,Grounded Into DP,2
7.0,0.0,2019003308.0,201900044.0,8.0,608336,543022,L,R,Single,2
7.0,0.0,2019003309.0,201900044.0,8.0,452254,543022,R,R,Walk,2
7.0,0.0,2019003310.0,201900044.0,8.0,608577,543557,L,L,Triple,2
7.0,0.0,2019003311.0,201900044.0,8.0,452678,543557,R,L,Home Run,2
7.0,0.0,2019003312.0,201900044.0,8.0,523253,543557,R,L,Walk,2
7.0,0.0,2019003313.0,201900044.0,8.0,425772,518553,R,R,Strikeout,3
8.0,1.0,2019003314.0,201900044.0,10.0,519203,455119,L,R,Home Run,0
8.0,1.0,2019003315.0,201900044.0,10.0,595879,455119,R,R,Single,0
8.0,1.0,2019003316.0,201900044.0,10.0,656941,455119,L,R,Strikeout,1
8.0,1.0,2019003317.0,201900044.0,10.0,518614,455119,L,R,Single,1
8.0,1.0,2019003318.0,201900044.0,10.0,518792,455119,L,R,Pop Out,2
8.0,1.0,2019003319.0,201900044.0,10.0,546991,600917,R,R,Strikeout,3
8.0,0.0,2019003320.0,201900044.0,10.0,592261,518553,R,R,Strikeout,1
8.0,0.0,2019003321.0,201900044.0,10.0,596059,518553,L,R,Strikeout,2
8.0,0.0,2019003322.0,201900044.0,10.0,462101,518553,R,R,Groundout,3
9.0,1.0,2019003323.0,201900044.0,10.0,605170,600917,L,R,Walk,0
9.0,1.0,2019003324.0,201900044.0,10.0,450314,600917,L,R,Grounded Into DP,2
