inning,top,ab_id,g_id,p_score,batter_id,pitcher_id,stand,p_throws,event,o
1.0,1.0,2019000001.0,201900001.0,0.0,594777,571666,L,R,Flyout,1
1.0,1.0,2019000002.0,201900001.0,0.0,545361,571666,R,R,Flyout,2
1.0,1.0,2019000003.0,201900001.0,0.0,571506,571666,L,R,Groundout,3
1.0,0.0,2019000004.0,201900001.0,0.0,543257,502239,L,R,Single,0
1.0,0.0,2019000005.0,201900001.0,0.0,656305,502239,R,R,Flyout,1
1.0,0.0,2019000006.0,201900001.0,0.0,572039,502239,R,R,Forceout,2
1.0,0.0,2019000007.0,201900001.0,0.0,501981,502239,R,R,Flyout,3
2.0,1.0,2019000008.0,201900001.0,0.0,592743,571666,R,R,Groundout,1
2.0,1.0,2019000009.0,201900001.0,0.0,405395,571666,R,R,Hit By Pitch,1
2.0,1.0,2019000010.0,201900001.0,0.0,446359,571666,R,R,Pop Out,2
2.0,1.0,2019000011.0,201900001.0,0.0,600303,571666,L,R,Flyout,3
2.0,0.0,2019000012.0,201900001.0,0.0,595777,502239,L,R,Triple,0
2.0,0.0,2019000013.0,201900001.0,0.0,640461,502239,R,R,Sac Fly,1
2.0,0.0,2019000014.0,201900001.0,0.0,543760,502239,R,R,Strikeout,2
2.0,0.0,2019000015.0,201900001.0,0.0,657656,502239,R,R,Strikeout,3
3.0,1.0,2019000016.0,201900001.0,1.0,518960,571666,R,R,Lineout,1
3.0,1.0,2019000017.0,201900001.0,1.0,488721,571666,R,R,Strikeout,2
3.0,1.0,2019000018.0,201900001.0,1.0,594777,571666,L,R,Flyout,3
3.0,0.0,2019000019.0,201900001.0,0.0,572033,502239,R,R,Pop Out,1
3.0,0.0,2019000020.0,201900001.0,0.0,543257,502239,L,R,Single,1
3.0,0.0,2019000021.0,201900001.0,0.0,656305,502239,R,R,Walk,1
3.0,0.0,2019000022.0,201900001.0,0.0,572039,502239,R,R,Double,1
3.0,0.0,2019000023.0,201900001.0,0.0,501981,502239,R,R,Fielders Choice Out,2
3.0,0.0,2019000024.0,201900001.0,0.0,595777,502239,L,R,Flyout,3
4.0,1.0,2019000025.0,201900001.0,2.0,545361,571666,R,R,Walk,0
4.0,1.0,2019000026.0,201900001.0,2.0,571506,571666,L,R,Groundout,1
4.0,1.0,2019000027.0,201900001.0,2.0,592743,571666,R,R,Flyout,2
4.0,1.0,2019000028.0,201900001.0,2.0,405395,571666,R,R,Flyout,3
4.0,0.0,2019000029.0,201900001.0,0.0,640461,502239,R,R,Lineout,1
4.0,0.0,2019000030.0,201900001.0,0.0,543760,502239,R,R,Home Run,1
4.0,0.0,2019000031.0,201900001.0,0.0,657656,502239,R,R,Lineout,2
4.0,0.0,2019000032.0,201900001.0,0.0,572033,502239,R,R,Groundout,3
5.0,1.0,2019000033.0,201900001.0,3.0,446359,571666,R,R,Strikeout,1
5.0,1.0,2019000034.0,201900001.0,3.0,600303,571666,L,R,Double,1
5.0,1.0,2019000035.0,201900001.0,3.0,518960,571666,R,R,Walk,1
5.0,1.0,2019000036.0,201900001.0,3.0,488721,571666,R,R,Grounded Into DP,3
5.0,0.0,2019000037.0,201900001.0,0.0,543257,502239,L,R,Flyout,1
5.0,0.0,2019000038.0,201900001.0,0.0,656305,502239,R,R,Lineout,2
5.0,0.0,2019000039.0,201900001.0,0.0,572039,502239,R,R,Strikeout,3
6.0,1.0,2019000040.0,201900001.0,3.0,594777,571666,L,R,Walk,0
6.0,1.0,2019000041.0,201900001.0,3.0,545361,571666,R,R,Pop Out,1
6.0,1.0,2019000042.0,201900001.0,3.0,571506,571666,L,R,Grounded Into DP,3
6.0,0.0,2019000043.0,201900001.0,0.0,501981,502239,R,R,Home Run,0
6.0,0.0,2019000044.0,201900001.0,0.0,595777,502239,L,R,Lineout,1
6.0,0.0,2019000045.0,201900001.0,0.0,640461,502239,R,R,Pop Out,2
6.0,0.0,2019000046.0,201900001.0,0.0,543760,502239,R,R,Groundout,3
7.0,1.0,2019000047.0,201900001.0,4.0,592743,642152,R,R,Walk,0
7.0,1.0,2019000048.0,201900001.0,4.0,405395,642152,R,R,Strikeout,1
7.0,1.0,2019000049.0,201900001.0,4.0,446359,642152,R,R,Pop Out,2
7.0,1.0,2019000050.0,201900001.0,4.0,600303,642152,L,R,Pop Out,3
7.0,0.0,2019000051.0,201900001.0,0.0,657656,592135,R,R,Flyout,1
7.0,0.0,2019000052.0,201900001.0,0.0,572033,592135,R,R,Flyout,2
7.0,0.0,2019000053.0,201900001.0,0.0,543257,592135,L,R,Groundout,3
8.0,1.0,2019000054.0,201900001.0,4.0,518960,465657,R,R,Flyout,1
8.0,1.0,2019000055.0,201900001.0,4.0,488721,465657,R,R,Flyout,2
8.0,1.0,2019000056.0,201900001.0,4.0,594777,465657,L,R,Single,2
8.0,1.0,2019000057.0,201900001.0,4.0,545361,465657,R,R,Single,2
8.0,1.0,2019000058.0,201900001.0,4.0,571506,465657,L,R,Flyout,3
8.0,0.0,2019000059.0,201900001.0,0.0,656305,572703,R,R,Single,0
8.0,0.0,2019000060.0,201900001.0,0.0,572039,572703,R,R,Flyout,1
8.0,0.0,2019000061.0,201900001.0,0.0,501981,572703,R,R,Strikeout,2
8.0,0.0,2019000062.0,201900001.0,0.0,595777,572703,L,R,Pop Out,3
9.0,1.0,2019000063.0,201900001.0,4.0,592743,595014,R,R,Flyout,1
9.0,1.0,2019000064.0,201900001.0,4.0,405395,595014,R,R,Lineout,2
9.0,1.0,2019000065.0,201900001.0,4.0,446359,595014,R,R,Groundout,3
1.0,1.0,2019000066.0,201900002.0,0.0,430945,547943,R,L,Strikeout,1
1.0,1.0,2019000067.0,201900002.0,0.0,500871,547943,R,L,Single,1
1.0,1.0,2019000068.0,201900002.0,0.0,527038,547943,R,L,Strikeout,2
1.0,1.0,2019000069.0,201900002.0,0.0,444482,547943,L,L,Strikeout,3
1.0,0.0,2019000070.0,201900002.0,0.0,592626,425844,L,R,Double,0
1.0,0.0,2019000071.0,201900002.0,0.0,608369,425844,L,R,Walk,0
1.0,0.0,2019000072.0,201900002.0,0.0,457759,425844,R,R,Groundout,1
1.0,0.0,2019000073.0,201900002.0,0.0,571970,425844,L,R,Groundout,2
1.0,0.0,2019000074.0,201900002.0,0.0,572041,425844,R,R,Walk,2
1.0,0.0,2019000075.0,201900002.0,0.0,641355,425844,L,R,Groundout,3
2.0,1.0,2019000076.0,201900002.0,1.0,572233,547943,R,L,Groundout,1
2.0,1.0,2019000077.0,201900002.0,1.0,606466,547943,R,L,Groundout,2
2.0,1.0,2019000078.0,201900002.0,1.0,605113,547943,R,L,Lineout,3
2.0,0.0,2019000079.0,201900002.0,0.0,571771,425844,R,R,Groundout,1
2.0,0.0,2019000080.0,201900002.0,0.0,605131,425844,R,R,Single,1
2.0,0.0,2019000081.0,201900002.0,0.0,547943,425844,R,R,Sac Bunt,2
2.0,0.0,2019000082.0,201900002.0,0.0,592626,425844,L,R,Home Run,2
2.0,0.0,2019000083.0,201900002.0,0.0,608369,425844,L,R,Strikeout,3
3.0,1.0,2019000084.0,201900002.0,3.0,571974,547943,R,L,Strikeout,1
3.0,1.0,2019000085.0,201900002.0,3.0,425844,547943,R,L,Groundout,2
3.0,1.0,2019000086.0,201900002.0,3.0,430945,547943,R,L,Flyout,3
3.0,0.0,2019000087.0,201900002.0,0.0,457759,425844,R,R,Lineout,1
3.0,0.0,2019000088.0,201900002.0,0.0,571970,425844,L,R,Strikeout,2
3.0,0.0,2019000089.0,201900002.0,0.0,572041,425844,R,R,Flyout,3
4.0,1.0,2019000090.0,201900002.0,3.0,500871,547943,R,L,Strikeout,1
4.0,1.0,2019000091.0,201900002.0,3.0,527038,547943,R,L,Strikeout,2
4.0,1.0,2019000092.0,201900002.0,3.0,444482,547943,L,L,Groundout,3
4.0,0.0,2019000093.0,201900002.0,0.0,641355,425844,L,R,Single,0
4.0,0.0,2019000094.0,201900002.0,0.0,571771,425844,R,R,Home Run,0
4.0,0.0,2019000095.0,201900002.0,0.0,605131,425844,R,R,Home Run,0
4.0,0.0,2019000096.0,201900002.0,0.0,547943,425844,R,R,Groundout,1
4.0,0.0,2019000097.0,201900002.0,0.0,592626,425844,L,R,Strikeout,2
4.0,0.0,2019000098.0,201900002.0,0.0,608369,425844,L,R,Home Run,2
4.0,0.0,2019000099.0,201900002.0,0.0,457759,571863,R,R,Lineout,3
5.0,1.0,2019000100.0,201900002.0,7.0,572233,547943,R,L,Flyout,1
5.0,1.0,2019000101.0,201900002.0,7.0,606466,547943,R,L,Strikeout,2
5.0,1.0,2019000102.0,201900002.0,7.0,605113,547943,R,L,Double,2
5.0,1.0,2019000103.0,201900002.0,7.0,571974,547943,R,L,Pop Out,3
5.0,0.0,2019000104.0,201900002.0,0.0,571970,571863,L,R,Pop Out,1
5.0,0.0,2019000105.0,201900002.0,0.0,572041,571863,R,R,Groundout,2
5.0,0.0,2019000106.0,201900002.0,0.0,641355,571863,L,R,Flyout,3
6.0,1.0,2019000107.0,201900002.0,7.0,571863,547943,L,L,Strikeout,1
6.0,1.0,2019000108.0,201900002.0,7.0,430945,547943,R,L,Home Run,1
6.0,1.0,2019000109.0,201900002.0,7.0,500871,547943,R,L,Double,1
6.0,1.0,2019000110.0,201900002.0,7.0,527038,547943,R,L,Pop Out,2
6.0,1.0,2019000111.0,201900002.0,7.0,444482,547943,L,L,Pop Out,3
6.0,0.0,2019000112.0,201900002.0,1.0,571771,571863,R,R,Walk,0
6.0,0.0,2019000113.0,201900002.0,1.0,605131,571863,R,R,Pop Out,1
6.0,0.0,2019000114.0,201900002.0,1.0,657077,571863,L,R,Lineout,2
6.0,0.0,2019000115.0,201900002.0,1.0,592626,571863,L,R,Home Run,2
6.0,0.0,2019000116.0,201900002.0,1.0,608369,571863,L,R,Lineout,3
7.0,1.0,2019000117.0,201900002.0,9.0,572233,554340,R,R,Home Run,0
7.0,1.0,2019000118.0,201900002.0,9.0,606466,554340,L,R,Flyout,1
7.0,1.0,2019000119.0,201900002.0,9.0,605113,554340,R,R,Lineout,2
7.0,1.0,2019000120.0,201900002.0,9.0,571974,554340,R,R,Strikeout,3
7.0,0.0,2019000121.0,201900002.0,2.0,457759,571863,R,R,Pop Out,1
7.0,0.0,2019000122.0,201900002.0,2.0,571970,571863,L,R,Home Run,1
7.0,0.0,2019000123.0,201900002.0,2.0,572041,571863,R,R,Flyout,2
7.0,0.0,2019000124.0,201900002.0,2.0,641355,571863,L,R,Home Run,2
7.0,0.0,2019000125.0,201900002.0,2.0,571771,571863,R,R,Home Run,2
7.0,0.0,2019000126.0,201900002.0,2.0,605131,571863,R,R,Single,2
7.0,0.0,2019000127.0,201900002.0,2.0,621035,571863,R,R,Pop Out,3
8.0,1.0,2019000128.0,201900002.0,12.0,571863,592779,L,R,Strikeout,1
8.0,1.0,2019000129.0,201900002.0,12.0,430945,592779,R,R,Single,1
8.0,1.0,2019000130.0,201900002.0,12.0,500871,592779,L,R,Grounded Into DP,3
8.0,0.0,2019000131.0,201900002.0,2.0,592626,571863,L,R,Groundout,1
8.0,0.0,2019000132.0,201900002.0,2.0,592779,571863,L,R,Flyout,2
8.0,0.0,2019000133.0,201900002.0,2.0,457759,571863,R,R,Flyout,3
9.0,1.0,2019000134.0,201900002.0,12.0,527038,592779,R,R,Double,0
9.0,1.0,2019000135.0,201900002.0,12.0,444482,592779,L,R,Single,0
9.0,1.0,2019000136.0,201900002.0,12.0,572233,592779,R,R,Double,0
9.0,1.0,2019000137.0,201900002.0,12.0,606466,592779,L,R,Sac Fly,1
9.0,1.0,2019000138.0,201900002.0,12.0,605113,592779,R,R,Sac Fly,2
9.0,1.0,2019000139.0,201900002.0,12.0,571974,592779,R,R,Groundout,3
1.0,1.0,2019000140.0,201900003.0,0.0,542255,605400,L,R,Strikeout,1
1.0,1.0,2019000141.0,201900003.0,0.0,518626,605400,R,R,Groundout,2
1.0,1.0,2019000142.0,201900003.0,0.0,518692,605400,L,R,Groundout,3
1.0,0.0,2019000143.0,201900003.0,0.0,457705,527054,R,R,Home Run,0
1.0,0.0,2019000144.0,201900003.0,0.0,516416,527054,R,R,Strikeout,1
1.0,0.0,2019000145.0,201900003.0,0.0,547180,527054,L,R,Groundout,2
1.0,0.0,2019000146.0,201900003.0,0.0,656555,527054,R,R,Flyout,3
2.0,1.0,2019000147.0,201900003.0,1.0,660670,605400,R,R,Walk,0
2.0,1.0,2019000148.0,201900003.0,1.0,455976,605400,L,R,Single,1
2.0,1.0,2019000149.0,201900003.0,1.0,645277,605400,L,R,Groundout,2
2.0,1.0,2019000150.0,201900003.0,1.0,435263,605400,L,R,Walk,2
2.0,1.0,2019000151.0,201900003.0,1.0,621020,605400,R,R,Walk,2
2.0,1.0,2019000152.0,201900003.0,1.0,527054,605400,R,R,Strikeout,3
2.0,0.0,2019000153.0,201900003.0,1.0,592663,527054,R,R,Flyout,1
2.0,0.0,2019000154.0,201900003.0,1.0,546318,527054,L,R,Groundout,2
2.0,0.0,2019000155.0,201900003.0,1.0,514917,527054,L,R,Strikeout,3
3.0,1.0,2019000156.0,201900003.0,1.0,542255,605400,L,R,Strikeout,1
3.0,1.0,2019000157.0,201900003.0,1.0,518626,605400,R,R,Strikeout,2
3.0,1.0,2019000158.0,201900003.0,1.0,518692,605400,L,R,Groundout,3
3.0,0.0,2019000159.0,201900003.0,1.0,596748,527054,R,R,Strikeout,1
3.0,0.0,2019000160.0,201900003.0,1.0,605400,527054,R,R,Flyout,2
3.0,0.0,2019000161.0,201900003.0,1.0,457705,527054,R,R,Strikeout,3
4.0,1.0,2019000162.0,201900003.0,1.0,660670,605400,R,R,Flyout,1
4.0,1.0,2019000163.0,201900003.0,1.0,455976,605400,L,R,Strikeout,2
4.0,1.0,2019000164.0,201900003.0,1.0,645277,605400,L,R,Single,2
4.0,1.0,2019000165.0,201900003.0,1.0,435263,605400,L,R,Groundout,3
4.0,0.0,2019000166.0,201900003.0,1.0,516416,527054,R,R,Single,0
4.0,0.0,2019000167.0,201900003.0,1.0,547180,527054,L,R,Strikeout,1
4.0,0.0,2019000168.0,201900003.0,1.0,656555,527054,R,R,Strikeout,2
4.0,0.0,2019000169.0,201900003.0,1.0,592663,527054,R,R,Walk,2
4.0,0.0,2019000170.0,201900003.0,1.0,546318,527054,L,R,Single,2
4.0,0.0,2019000171.0,201900003.0,1.0,514917,527054,L,R,Single,2
4.0,0.0,2019000172.0,201900003.0,1.0,596748,527054,R,R,Intent Walk,2
4.0,0.0,2019000173.0,201900003.0,1.0,605400,527054,R,R,Groundout,3
5.0,1.0,2019000174.0,201900003.0,3.0,621020,605400,R,R,Strikeout,1
5.0,1.0,2019000175.0,201900003.0,3.0,527054,605400,R,R,Strikeout,2
5.0,1.0,2019000176.0,201900003.0,3.0,542255,605400,L,R,Strikeout,3
5.0,0.0,2019000177.0,201900003.0,1.0,457705,527054,R,R,Flyout,1
5.0,0.0,2019000178.0,201900003.0,1.0,516416,527054,R,R,Groundout,2
5.0,0.0,2019000179.0,201900003.0,1.0,547180,527054,L,R,Strikeout,3
6.0,1.0,2019000180.0,201900003.0,3.0,518626,605400,R,R,Lineout,1
6.0,1.0,2019000181.0,201900003.0,3.0,518692,605400,L,R,Walk,1
6.0,1.0,2019000182.0,201900003.0,3.0,660670,605400,R,R,Walk,2
6.0,1.0,2019000183.0,201900003.0,3.0,455976,605400,L,R,Pop Out,3
6.0,0.0,2019000184.0,201900003.0,1.0,656555,641438,R,R,Walk,0
6.0,0.0,2019000185.0,201900003.0,1.0,592663,641438,R,R,Flyout,1
6.0,0.0,2019000186.0,201900003.0,1.0,546318,641438,L,R,Strikeout,2
6.0,0.0,2019000187.0,201900003.0,1.0,514917,641438,L,R,Walk,2
6.0,0.0,2019000188.0,201900003.0,1.0,596748,641438,R,R,Home Run,2
6.0,0.0,2019000189.0,201900003.0,1.0,608384,641149,L,R,Strikeout,3
7.0,1.0,2019000190.0,201900003.0,6.0,645277,593576,L,R,Groundout,1
7.0,1.0,2019000191.0,201900003.0,6.0,435263,593576,L,R,Groundout,2
7.0,1.0,2019000192.0,201900003.0,6.0,621020,593576,R,R,Double,2
7.0,1.0,2019000193.0,201900003.0,6.0,459964,593576,L,R,Home Run,2
7.0,1.0,2019000194.0,201900003.0,6.0,542255,593576,L,R,Groundout,3
7.0,0.0,2019000195.0,201900003.0,3.0,457705,592426,R,R,Walk,0
7.0,0.0,2019000196.0,201900003.0,3.0,516416,592426,R,R,Single,0
7.0,0.0,2019000197.0,201900003.0,3.0,547180,592426,L,R,Intent Walk,0
7.0,0.0,2019000198.0,201900003.0,3.0,656555,592426,R,R,Home Run,0
7.0,0.0,2019000199.0,201900003.0,3.0,592663,592426,R,R,Groundout,1
7.0,0.0,2019000200.0,201900003.0,3.0,546318,592426,L,R,Groundout,2
7.0,0.0,2019000201.0,201900003.0,3.0,514917,592426,L,R,Flyout,3
8.0,1.0,2019000202.0,201900003.0,10.0,518626,502085,R,R,Walk,0
8.0,1.0,2019000203.0,201900003.0,10.0,518692,502085,L,R,Single,0
8.0,1.0,2019000204.0,201900003.0,10.0,660670,502085,R,R,Single,0
8.0,1.0,2019000205.0,201900003.0,10.0,455976,502085,L,R,Grounded Into DP,2
8.0,1.0,2019000206.0,201900003.0,10.0,645277,502085,L,R,Flyout,3
8.0,0.0,2019000207.0,201900003.0,4.0,596748,608331,R,L,Groundout,1
8.0,0.0,2019000208.0,201900003.0,4.0,664068,608331,R,L,Groundout,2
8.0,0.0,2019000209.0,201900003.0,4.0,457705,608331,R,L,Groundout,3
9.0,1.0,2019000210.0,201900003.0,10.0,435263,450212,L,R,Single,0
9.0,1.0,2019000211.0,201900003.0,10.0,621020,450212,R,R,Double Play,2
9.0,1.0,2019000212.0,201900003.0,10.0,622666,450212,L,R,Strikeout,3
1.0,1.0,2019000213.0,201900004.0,0.0,656775,547888,L,R,Groundout,1
1.0,1.0,2019000214.0,201900004.0,0.0,596105,547888,L,R,Groundout,2
1.0,1.0,2019000215.0,201900004.0,0.0,542340,547888,L,R,Single,2
1.0,1.0,2019000216.0,201900004.0,0.0,641820,547888,R,R,Single,3
1.0,0.0,2019000217.0,201900004.0,0.0,458731,488768,L,R,Strikeout,1
1.0,0.0,2019000218.0,201900004.0,0.0,592450,488768,R,R,Single,1
1.0,0.0,2019000219.0,201900004.0,0.0,519317,488768,R,R,Single,1
1.0,0.0,2019000220.0,201900004.0,0.0,572228,488768,R,R,Home Run,1
1.0,0.0,2019000221.0,201900004.0,0.0,609280,488768,R,R,Flyout,2
1.0,0.0,2019000222.0,201900004.0,0.0,596142,488768,R,R,Single,2
1.0,0.0,2019000223.0,201900004.0,0.0,595885,488768,L,R,Strikeout,3
2.0,1.0,2019000224.0,201900004.0,3.0,547004,547888,L,R,Strikeout,1
2.0,1.0,2019000225.0,201900004.0,3.0,572073,547888,R,R,Strikeout,2
2.0,1.0,2019000226.0,201900004.0,3.0,448801,547888,L,R,Strikeout,3
2.0,0.0,2019000227.0,201900004.0,0.0,650402,488768,R,R,Single,0
2.0,0.0,2019000228.0,201900004.0,0.0,453064,488768,R,R,Grounded Into DP,2
2.0,0.0,2019000229.0,201900004.0,0.0,458731,488768,L,R,Lineout,3
3.0,1.0,2019000230.0,201900004.0,3.0,491696,547888,R,R,Groundout,1
3.0,1.0,2019000231.0,201900004.0,3.0,621006,547888,R,R,Strikeout,2
3.0,1.0,2019000232.0,201900004.0,3.0,656775,547888,L,R,Groundout,3
3.0,0.0,2019000233.0,201900004.0,0.0,592450,488768,R,R,Single,0
3.0,0.0,2019000234.0,201900004.0,0.0,519317,488768,R,R,Walk,0
3.0,0.0,2019000235.0,201900004.0,0.0,572228,488768,R,R,Walk,0
3.0,0.0,2019000236.0,201900004.0,0.0,609280,488768,R,R,Grounded Into DP,2
3.0,0.0,2019000237.0,201900004.0,0.0,596142,488768,R,R,Flyout,3
4.0,1.0,2019000238.0,201900004.0,4.0,596105,547888,L,R,Flyout,1
4.0,1.0,2019000239.0,201900004.0,4.0,542340,547888,L,R,Groundout,2
4.0,1.0,2019000240.0,201900004.0,4.0,641820,547888,R,R,Single,2
4.0,1.0,2019000241.0,201900004.0,4.0,547004,547888,L,R,Single,2
4.0,1.0,2019000242.0,201900004.0,4.0,572073,547888,R,R,Flyout,3
4.0,0.0,2019000243.0,201900004.0,1.0,595885,488768,L,R,Strikeout,1
4.0,0.0,2019000244.0,201900004.0,1.0,650402,488768,R,R,Groundout,2
4.0,0.0,2019000245.0,201900004.0,1.0,453064,488768,R,R,Flyout,3
5.0,1.0,2019000246.0,201900004.0,4.0,448801,547888,L,R,Strikeout,1
5.0,1.0,2019000247.0,201900004.0,4.0,491696,547888,R,R,Flyout,2
5.0,1.0,2019000248.0,201900004.0,4.0,621006,547888,R,R,Flyout,3
5.0,0.0,2019000249.0,201900004.0,1.0,458731,488768,L,R,Walk,0
5.0,0.0,2019000250.0,201900004.0,1.0,592450,488768,R,R,Walk,0
5.0,0.0,2019000251.0,201900004.0,1.0,519317,605541,R,R,Walk,0
5.0,0.0,2019000252.0,201900004.0,1.0,572228,605541,R,R,Hit By Pitch,0
5.0,0.0,2019000253.0,201900004.0,1.0,609280,605541,R,R,Sac Fly,1
5.0,0.0,2019000254.0,201900004.0,1.0,596142,605541,R,R,Flyout,2
5.0,0.0,2019000255.0,201900004.0,1.0,595885,605541,L,R,Strikeout,3
6.0,1.0,2019000256.0,201900004.0,6.0,656775,547888,L,R,Groundout,1
6.0,1.0,2019000257.0,201900004.0,6.0,596105,547888,L,R,Single,1
6.0,1.0,2019000258.0,201900004.0,6.0,542340,547888,L,R,Groundout,2
6.0,1.0,2019000259.0,201900004.0,6.0,641820,547888,R,R,Double,2
6.0,1.0,2019000260.0,201900004.0,6.0,547004,493603,L,R,Strikeout,3
6.0,0.0,2019000261.0,201900004.0,2.0,650402,605276,R,R,Walk,0
6.0,0.0,2019000262.0,201900004.0,2.0,453064,605276,R,R,Strikeout,1
6.0,0.0,2019000263.0,201900004.0,2.0,458731,605276,L,R,Flyout,2
6.0,0.0,2019000264.0,201900004.0,2.0,592450,605276,R,R,Strikeout,3
7.0,1.0,2019000265.0,201900004.0,6.0,572073,493603,R,R,Lineout,1
7.0,1.0,2019000266.0,201900004.0,6.0,448801,493603,L,R,Strikeout,2
7.0,1.0,2019000267.0,201900004.0,6.0,491696,493603,R,R,Strikeout,3
7.0,0.0,2019000268.0,201900004.0,2.0,519317,605276,R,R,Lineout,1
7.0,0.0,2019000269.0,201900004.0,2.0,572228,605276,R,R,Walk,1
7.0,0.0,2019000270.0,201900004.0,2.0,609280,605276,R,R,Single,1
7.0,0.0,2019000271.0,201900004.0,2.0,596142,605276,R,R,Pop Out,3
8.0,1.0,2019000272.0,201900004.0,6.0,621006,502154,R,L,Flyout,1
8.0,1.0,2019000273.0,201900004.0,6.0,656775,502154,R,L,Walk,1
8.0,1.0,2019000274.0,201900004.0,6.0,623515,502154,R,L,Forceout,2
8.0,1.0,2019000275.0,201900004.0,6.0,542340,502154,R,L,Single,2
8.0,1.0,2019000276.0,201900004.0,6.0,641820,502154,R,L,Groundout,3
8.0,0.0,2019000277.0,201900004.0,2.0,595885,643316,L,L,Home Run,0
8.0,0.0,2019000278.0,201900004.0,2.0,650402,643316,R,L,Strikeout,1
8.0,0.0,2019000279.0,201900004.0,2.0,453064,643316,R,L,Double,1
8.0,0.0,2019000280.0,201900004.0,2.0,458731,643316,L,L,Groundout,2
8.0,0.0,2019000281.0,201900004.0,2.0,592450,643316,R,L,Walk,2
8.0,0.0,2019000282.0,201900004.0,2.0,519317,643316,R,L,Strikeout,3
9.0,1.0,2019000283.0,201900004.0,7.0,593643,547973,R,L,Single,0
9.0,1.0,2019000284.0,201900004.0,7.0,572073,547973,R,L,Strikeout,1
9.0,1.0,2019000285.0,201900004.0,7.0,600524,547973,R,L,Lineout,2
9.0,1.0,2019000286.0,201900004.0,7.0,491696,547973,R,L,Groundout,3
1.0,1.0,2019000287.0,201900005.0,0.0,643217,594835,L,L,Groundout,1
1.0,1.0,2019000288.0,201900005.0,0.0,605141,594835,R,L,Single,1
1.0,1.0,2019000289.0,201900005.0,0.0,646240,594835,L,L,Single,1
1.0,1.0,2019000290.0,201900005.0,0.0,502110,594835,R,L,Single,1
1.0,1.0,2019000291.0,201900005.0,0.0,593428,594835,R,L,Forceout,2
1.0,1.0,2019000292.0,201900005.0,0.0,519048,594835,L,L,Groundout,3
1.0,0.0,2019000293.0,201900005.0,1.0,571745,519242,R,L,Strikeout,1
1.0,0.0,2019000294.0,201900005.0,1.0,570267,519242,R,L,Strikeout,2
1.0,0.0,2019000295.0,201900005.0,1.0,429665,519242,R,L,Field Error,2
1.0,0.0,2019000296.0,201900005.0,1.0,457803,519242,L,L,Strikeout,3
2.0,1.0,2019000297.0,201900005.0,0.0,456488,594835,R,L,Field Error,0
2.0,1.0,2019000298.0,201900005.0,0.0,598265,594835,L,L,Single,0
2.0,1.0,2019000299.0,201900005.0,0.0,543877,594835,R,L,Strikeout,1
2.0,1.0,2019000300.0,201900005.0,0.0,643217,594835,L,L,Sac Fly,2
2.0,1.0,2019000301.0,201900005.0,0.0,605141,594835,R,L,Pop Out,3
2.0,0.0,2019000302.0,201900005.0,2.0,592387,519242,R,L,Flyout,1
2.0,0.0,2019000303.0,201900005.0,2.0,542921,519242,R,L,Home Run,1
2.0,0.0,2019000304.0,201900005.0,2.0,605480,519242,L,L,Groundout,2
2.0,0.0,2019000305.0,201900005.0,2.0,571679,519242,R,L,Walk,2
2.0,0.0,2019000306.0,201900005.0,2.0,543829,519242,L,L,Single,2
2.0,0.0,2019000307.0,201900005.0,2.0,571745,519242,R,L,Hit By Pitch,2
2.0,0.0,2019000308.0,201900005.0,2.0,570267,519242,R,L,Double,3
3.0,1.0,2019000309.0,201900005.0,3.0,646240,594835,L,L,Lineout,1
3.0,1.0,2019000310.0,201900005.0,3.0,502110,594835,R,L,Strikeout,2
3.0,1.0,2019000311.0,201900005.0,3.0,593428,594835,R,L,Double,2
3.0,1.0,2019000312.0,201900005.0,3.0,519048,594835,L,L,Walk,2
3.0,1.0,2019000313.0,201900005.0,3.0,456488,594835,R,L,Strikeout,3
3.0,0.0,2019000314.0,201900005.0,2.0,429665,519242,R,L,Home Run,0
3.0,0.0,2019000315.0,201900005.0,2.0,457803,519242,L,L,Strikeout,1
3.0,0.0,2019000316.0,201900005.0,2.0,592387,519242,R,L,Walk,1
3.0,0.0,2019000317.0,201900005.0,2.0,542921,519242,R,L,Home Run,1
3.0,0.0,2019000318.0,201900005.0,2.0,605480,519242,L,L,Triple,1
3.0,0.0,2019000319.0,201900005.0,2.0,571679,519242,R,L,Sac Fly,2
3.0,0.0,2019000320.0,201900005.0,2.0,543829,519242,L,L,Groundout,3
4.0,1.0,2019000321.0,201900005.0,7.0,598265,594835,L,L,Flyout,1
4.0,1.0,2019000322.0,201900005.0,7.0,543877,594835,R,L,Lineout,2
4.0,1.0,2019000323.0,201900005.0,7.0,643217,594835,L,L,Flyout,3
4.0,0.0,2019000324.0,201900005.0,2.0,571745,584171,R,R,Groundout,1
4.0,0.0,2019000325.0,201900005.0,2.0,570267,584171,R,R,Strikeout,2
4.0,0.0,2019000326.0,201900005.0,2.0,429665,584171,R,R,Single,2
4.0,0.0,2019000327.0,201900005.0,2.0,457803,584171,L,R,Pop Out,3
5.0,1.0,2019000328.0,201900005.0,7.0,605141,594835,R,L,Single,0
5.0,1.0,2019000329.0,201900005.0,7.0,646240,594835,L,L,Forceout,1
5.0,1.0,2019000330.0,201900005.0,7.0,502110,594835,R,L,Single,1
5.0,1.0,2019000331.0,201900005.0,7.0,593428,594835,R,L,Lineout,2
5.0,1.0,2019000332.0,201900005.0,7.0,519048,594835,L,L,Groundout,3
